Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,7,No,3,2,1,9,3,2,1,0,1.2857142857142858,0.0,0.0,0.0,1
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,6,Yes,3,2,1,6,2,3,3,1,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,1,Yes,3,4,1,1,2,3,1,0,1.0,0.0,0.0,1.0,0
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1,No,4,2,0,1,5,3,1,0,1.0,0.0,0.0,0.0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,3,No,3,1,1,8,2,3,2,2,2.6666666666666665,1.0,1.0,1.0,0
50,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,2,Yes,3,4,1,23,2,2,8,7,10.0,0.875,0.875,0.125,3
37,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,3,No,3,1,0,8,3,2,4,0,2.6666666666666665,0.25,0.0,0.75,1
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,1,No,3,2,1,8,3,2,7,7,8.0,0.7142857142857143,1.0,1.0,3
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,1,No,3,3,2,5,5,3,5,1,5.0,0.6,0.2,0.6,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,7,No,3,4,2,23,1,3,2,2,2.5555555555555554,1.0,1.0,1.0,3
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,6,No,3,2,1,13,4,3,9,7,2.1666666666666665,0.0,0.7777777777777778,0.4444444444444444,3
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2,No,3,2,1,18,4,3,5,0,9.0,0.6,0.0,0.8,1
36,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,0,No,3,2,0,15,2,2,14,7,0.0,0.5714285714285714,0.5,0.5714285714285714,3
55,No,Non-Travel,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,7,No,3,2,0,23,3,4,9,6,4.428571428571429,0.2222222222222222,0.6666666666666666,0.7777777777777778,3
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,5,No,3,3,1,18,5,3,1,0,3.6,0.0,0.0,0.0,3
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,1,Yes,3,2,0,2,3,3,2,0,2.0,1.0,0.0,1.0,0
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1,No,3,1,0,1,5,2,1,1,1.0,0.0,1.0,0.0,0
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,7,Yes,4,1,2,19,2,3,15,1,2.375,0.4375,0.0625,0.8125,1
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,7,Yes,3,3,2,18,2,4,10,2,2.0,0.7,0.2,0.0,0
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,1,No,3,1,0,10,2,2,10,1,10.0,0.9,0.1,0.7,3
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,1,No,3,1,2,6,2,3,5,1,6.0,0.6,0.2,0.6,1
30,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,0,No,3,3,1,7,1,2,6,0,0.0,0.3333333333333333,0.0,0.3333333333333333,3
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,1,No,3,3,0,10,3,3,10,0,10.0,0.8,0.0,0.6,1
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,0,No,3,1,1,20,4,2,15,1,0.0,0.47368421052631576,0.05263157894736842,0.47368421052631576,3
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,4,No,4,4,1,14,5,3,11,7,3.5,0.09090909090909091,1.0,0.9090909090909091,3
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,1,No,3,4,2,3,4,3,3,1,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,3,No,3,2,1,23,4,3,3,1,7.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
28,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3,No,3,4,0,10,4,4,8,1,3.3333333333333335,0.875,0.125,0.875,1
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,7,No,3,4,1,23,1,3,15,3,2.6666666666666665,0.3,0.15,0.3,3
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,4,No,3,3,1,9,2,3,3,1,2.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,2
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,0,Yes,4,1,0,9,2,3,8,4,0.0,0.875,0.5,0.875,3
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,1,No,4,2,0,14,4,3,13,3,10.0,0.6153846153846154,0.23076923076923078,0.5384615384615384,1
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,3,4,1,4,5,2,4,2,4.0,0.5,0.5,0.5,0
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,0,No,3,3,0,7,1,2,6,0,0.0,0.6666666666666666,0.0,0.3333333333333333,2
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,2,Yes,3,3,2,8,5,3,1,0,4.0,0.0,0.0,0.0,2
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,1,Yes,3,2,1,7,3,4,7,5,7.0,0.8571428571428571,0.7142857142857143,1.0,1
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,4,3,1,1,1,2,1,0,1.0,0.0,0.0,1.0,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,4,Yes,4,2,0,5,1,3,2,2,1.25,1.0,1.0,1.0,0
42,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,0,No,3,4,1,23,3,3,15,7,0.0,0.3181818181818182,0.5909090909090909,0.2727272727272727,3
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,1,No,3,1,2,1,2,3,1,0,1.0,0.0,0.0,0.0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,3,Yes,3,4,0,5,4,3,1,0,1.6666666666666667,0.0,0.0,0.0,1
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,0,No,3,3,1,4,3,3,3,0,0.0,0.6666666666666666,0.0,0.6666666666666666,1
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,3,No,3,4,2,6,2,3,1,0,2.0,0.0,0.0,0.0,1
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,2,No,4,3,0,23,3,2,5,2,10.0,0.2,0.4,0.8,3
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,1,No,3,4,1,15,2,3,15,4,10.0,0.8,0.26666666666666666,0.6666666666666666,2
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,7,No,3,4,0,18,4,3,8,4,2.5714285714285716,0.0,0.5,0.75,3
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,0,Yes,3,2,2,9,2,3,8,2,0.0,0.875,0.25,0.875,3
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,4,No,4,1,1,11,1,3,7,1,2.75,1.0,0.14285714285714285,0.7142857142857143,0
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,0,No,3,2,2,10,3,2,9,1,0.0,0.7777777777777778,0.1111111111111111,0.7777777777777778,2
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,3,No,3,4,1,23,3,3,12,4,7.666666666666667,0.75,0.3333333333333333,0.75,3
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7,No,3,3,0,10,2,3,1,0,1.4285714285714286,0.0,0.0,0.0,2
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7,No,3,3,1,18,1,3,8,0,2.25,0.125,0.0,0.875,3
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,7,No,3,4,2,21,4,3,15,7,3.0,0.2777777777777778,0.6111111111111112,0.3888888888888889,3
40,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,1,No,3,1,0,21,2,4,15,4,10.0,0.45,0.2,0.35,3
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,1,Yes,3,3,0,2,5,4,2,2,2.0,1.0,1.0,1.0,0
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,7,No,3,3,0,9,2,2,5,0,1.0,0.6,0.0,0.8,2
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,2,No,4,1,0,18,1,3,11,0,9.0,0.8181818181818182,0.0,0.8181818181818182,2
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,0,No,3,1,1,3,4,3,2,2,0.0,1.0,1.0,1.0,0
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,0,No,3,1,0,6,2,1,5,0,0.0,0.8,0.0,0.6,1
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,1,No,3,4,1,5,3,3,5,0,5.0,0.4,0.0,0.4,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,6,No,3,2,1,22,3,3,9,2,3.6666666666666665,0.3333333333333333,0.2222222222222222,0.8888888888888888,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,2,No,3,4,0,5,3,2,3,0,2.5,0.6666666666666666,0.0,0.6666666666666666,1
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,0,No,3,4,2,8,2,2,7,1,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4,No,3,1,0,16,3,3,1,0,4.0,0.0,0.0,0.0,1
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,1,Yes,3,3,1,10,2,2,10,1,10.0,0.2,0.1,0.7,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,1,No,3,4,1,7,2,4,7,5,7.0,0.0,0.7142857142857143,0.8571428571428571,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,1,Yes,3,4,1,3,2,3,3,0,3.0,0.6666666666666666,0.0,0.3333333333333333,0
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1,No,3,4,0,1,1,3,1,0,0.0,0.0,0.0,0.0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,0,Yes,3,1,0,6,3,3,5,0,0.0,0.6,0.0,0.4,2
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3,Yes,3,1,1,6,4,3,1,0,2.0,0.0,0.0,0.0,1
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,1,No,3,3,1,2,5,2,2,2,2.0,1.0,1.0,1.0,0
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,7,No,3,3,2,9,2,3,6,1,1.2857142857142858,0.5,0.16666666666666666,0.3333333333333333,2
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,1,No,3,3,1,4,1,3,4,2,4.0,0.5,0.5,0.5,0
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,1,No,4,1,0,6,3,2,6,1,6.0,0.5,0.16666666666666666,0.8333333333333334,2
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,1,No,3,2,0,6,2,1,5,1,6.0,0.8,0.2,0.8,1
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,1,No,3,1,1,11,3,1,11,3,10.0,0.9090909090909091,0.2727272727272727,0.7272727272727273,2
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,7,No,3,3,0,20,3,2,15,2,2.2222222222222223,0.7222222222222222,0.1111111111111111,0.3888888888888889,3
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,0,Yes,3,2,0,22,2,2,15,7,0.0,0.6666666666666666,0.6190476190476191,0.42857142857142855,3
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,7,No,3,4,0,9,3,4,6,1,1.2857142857142858,0.8333333333333334,0.16666666666666666,0.6666666666666666,2
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,6,No,3,2,1,10,2,3,8,1,1.6666666666666667,0.875,0.125,0.0,0
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,7,No,4,4,0,6,2,3,4,1,0.75,0.5,0.25,0.75,1
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,1,Yes,3,4,0,1,4,2,1,0,1.0,0.0,0.0,1.0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,1,No,4,2,1,8,2,3,8,0,8.0,0.875,0.0,0.875,1
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,1,No,3,1,1,10,3,3,10,1,10.0,0.4,0.1,0.3,2
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,3,Yes,3,4,1,16,3,1,1,0,5.333333333333333,0.0,0.0,1.0,1
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,2,No,3,2,1,15,2,4,7,6,7.5,0.5714285714285714,0.8571428571428571,1.0,3
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,0,No,4,3,0,14,3,3,13,4,0.0,0.6923076923076923,0.3076923076923077,0.6923076923076923,2
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,1,No,3,2,1,2,2,4,2,2,2.0,1.0,1.0,1.0,0
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,7,No,3,2,0,7,2,2,4,1,0.875,0.75,0.25,0.75,2
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,1,No,3,3,2,1,3,3,1,0,1.0,0.0,0.0,0.0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,4,No,3,4,1,23,2,3,5,4,7.0,0.4,0.8,0.4,3
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,1,No,3,1,1,10,5,3,10,0,10.0,0.8,0.0,0.8,1
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,1,No,4,3,0,1,4,3,1,0,1.0,0.0,0.0,1.0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4,Yes,3,3,1,7,2,2,3,0,1.75,0.6666666666666666,0.0,0.6666666666666666,1
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,1,No,3,2,1,14,2,2,14,3,10.0,0.7857142857142857,0.21428571428571427,0.5714285714285714,2
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,1,No,3,1,0,2,2,2,2,1,2.0,1.0,0.5,1.0,1
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,1,Yes,3,3,0,6,4,3,6,0,6.0,0.3333333333333333,0.0,0.6666666666666666,1
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,3,No,3,2,1,23,5,3,7,4,8.666666666666666,1.0,0.5714285714285714,1.0,3
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,0,Yes,3,1,1,6,2,2,5,1,0.0,0.6,0.2,0.8,0
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,0,Yes,3,2,1,1,5,3,1,0,0.0,0.0,0.0,0.0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,7,No,4,1,0,23,2,3,15,7,3.5,0.34615384615384615,0.5769230769230769,0.5769230769230769,3
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2,No,3,4,0,6,3,3,1,0,3.0,0.0,0.0,0.0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,1,No,3,4,1,5,2,3,5,1,5.0,0.8,0.2,0.8,1
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,6,No,3,1,1,5,2,1,1,0,0.8333333333333334,0.0,0.0,0.0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,7,No,3,3,2,8,3,3,4,0,1.0,0.75,0.0,0.75,1
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,5,No,3,4,2,5,2,3,1,0,1.0,0.0,0.0,0.0,1
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,2,No,4,3,1,23,3,3,2,2,10.0,1.0,1.0,1.0,3
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,1,No,3,3,2,6,2,3,6,3,6.0,0.5,0.5,0.8333333333333334,1
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,5,No,3,1,1,23,2,3,4,0,5.0,0.75,0.0,0.5,3
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,3,Yes,3,4,2,15,2,3,7,1,5.0,1.0,0.14285714285714285,1.0,3
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,1,No,3,1,1,1,3,1,1,0,1.0,0.0,0.0,0.0,0
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,1,No,3,1,1,10,3,2,10,0,10.0,0.1,0.0,0.7,1
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,1,No,3,3,1,7,4,3,7,1,7.0,1.0,0.14285714285714285,1.0,0
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,1,No,3,1,2,10,4,2,10,7,10.0,0.9,0.8,0.7,1
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,1,No,4,2,0,20,3,3,15,7,10.0,0.85,0.65,0.55,1
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,1,No,3,4,0,2,2,3,2,2,2.0,1.0,1.0,0.5,0
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,2,No,3,3,1,12,3,2,6,1,6.0,0.6666666666666666,0.16666666666666666,0.5,2
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,7,No,3,1,1,10,3,4,4,0,1.4285714285714286,0.75,0.0,0.75,2
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,0,Yes,3,2,1,12,3,3,11,1,0.0,0.8181818181818182,0.09090909090909091,0.6363636363636364,2
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,1,No,4,3,1,2,2,3,2,2,2.0,1.0,1.0,1.0,0
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4,Yes,3,4,0,10,2,3,8,0,2.5,0.875,0.0,0.875,2
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,2,Yes,4,3,1,17,2,3,7,7,8.5,1.0,1.0,1.0,3
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,0,No,3,2,1,15,5,3,14,4,0.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,7,No,3,2,1,7,2,4,5,1,1.0,0.6,0.2,0.2,2
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,0,No,3,2,0,5,4,3,4,1,0.0,0.25,0.25,0.75,2
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,0,Yes,4,1,1,12,2,3,11,5,0.0,0.6363636363636364,0.45454545454545453,0.8181818181818182,1
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,3,Yes,3,3,0,20,5,3,1,0,6.666666666666667,0.0,0.0,0.0,3
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,4,Yes,3,2,1,16,5,2,13,4,4.0,0.9230769230769231,0.3076923076923077,0.15384615384615385,3
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,1,Yes,3,4,2,9,3,2,9,6,9.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,0
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,7,No,3,1,1,23,2,1,5,1,4.714285714285714,0.8,0.2,0.8,3
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,1,No,3,4,1,10,5,3,10,7,10.0,0.7,0.7,0.5,0
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1,Yes,4,2,0,1,2,4,1,0,1.0,0.0,0.0,1.0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,1,No,3,1,2,3,5,3,3,1,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,3,No,3,1,0,23,2,3,10,0,10.0,0.9,0.0,0.9,3
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,1,Yes,3,4,0,6,2,2,6,0,6.0,0.16666666666666666,0.0,0.8333333333333334,2
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,1,No,3,2,0,10,2,3,10,1,10.0,0.8,0.1,0.9,2
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5,No,3,4,0,13,2,3,6,0,2.6,0.8333333333333334,0.0,0.16666666666666666,2
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,3,No,3,2,1,23,2,3,8,0,8.333333333333334,0.875,0.0,0.875,3
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,2,No,3,3,1,23,2,4,1,0,10.0,0.0,0.0,0.0,3
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,1,No,3,3,0,12,2,2,11,0,10.0,0.6363636363636364,0.0,0.9090909090909091,1
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,5,No,3,3,0,7,4,2,1,0,1.4,0.0,0.0,0.0,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,1,No,3,2,2,5,2,3,5,0,5.0,0.6,0.0,0.6,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,1,Yes,3,2,2,6,2,3,6,1,6.0,0.0,0.16666666666666666,0.0,2
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,6,No,3,3,0,23,3,4,1,0,4.166666666666667,0.0,0.0,0.0,3
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,3,No,3,2,2,9,2,2,7,1,3.0,1.0,0.14285714285714285,1.0,3
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,0,No,3,4,0,2,5,2,1,0,0.0,0.0,0.0,0.0,0
