Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Gender_Male,Department_Research & Development,Attrition_Yes,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
38,2,2,4,2,2,4,3,3,4,1,13,1,3,8,7,7,5,4.333333333333333,0.625,0.875,0.875,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
32,2,1,4,2,2,1,4,3,4,0,9,5,3,6,2,0,4,2.25,0.6666666666666666,0.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
46,2,3,3,1,4,2,3,3,2,1,23,2,2,7,7,7,7,9.333333333333334,1.0,1.0,1.0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
28,2,4,1,3,1,3,2,3,3,0,5,5,1,1,0,0,0,2.5,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
29,2,3,1,2,2,2,2,3,2,2,10,2,3,1,0,0,0,5.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
31,23,3,2,2,2,4,0,4,2,1,10,2,3,9,0,7,8,0.0,0.8888888888888888,0.7777777777777778,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25,5,2,2,4,2,1,1,3,4,2,6,2,3,6,3,1,5,6.0,0.8333333333333334,0.16666666666666666,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,20,2,3,3,4,4,0,3,2,0,21,2,3,15,7,4,9,0.0,0.5,0.2,0.35,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
36,6,3,4,3,1,4,0,3,3,1,16,4,3,15,9,7,9,0.0,0.7333333333333333,0.6666666666666666,0.8666666666666667,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
55,1,3,4,3,5,1,0,3,3,0,23,2,3,15,9,4,9,0.0,0.3611111111111111,0.1111111111111111,0.2777777777777778,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
47,29,4,1,3,3,2,1,3,4,1,10,2,2,10,7,7,9,10.0,0.9,0.9,0.7,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
28,9,3,4,3,1,4,1,4,4,1,5,3,2,5,2,0,4,5.0,0.8,0.0,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
37,6,4,3,3,2,4,4,3,2,1,7,5,4,5,4,0,1,1.75,0.2,0.0,0.8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
21,3,2,4,2,1,3,1,3,1,0,3,4,4,3,2,1,0,3.0,0.0,0.3333333333333333,0.6666666666666666,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
37,1,4,1,3,3,4,2,3,1,2,15,2,3,5,2,0,2,7.5,0.4,0.0,0.4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35,22,3,2,4,3,2,7,3,2,1,10,5,2,7,7,6,2,1.4285714285714286,0.2857142857142857,0.8571428571428571,1.0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,7,2,1,4,2,1,1,4,3,1,8,3,3,8,0,7,7,8.0,0.875,0.875,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,1,3,3,3,2,2,1,4,1,1,6,5,1,6,5,1,4,6.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,4,1,1,3,5,2,3,3,1,2,23,4,2,10,4,1,6,9.333333333333334,0.6,0.1,0.4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
53,3,4,3,3,4,3,3,3,4,2,21,5,2,5,3,1,3,7.0,0.6,0.2,0.6,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
42,1,1,2,3,2,3,1,4,3,0,20,3,3,15,9,7,6,10.0,0.3,0.55,0.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
29,2,2,2,3,2,4,1,3,1,0,10,3,2,10,7,0,9,10.0,0.9,0.0,0.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
55,20,2,2,3,2,4,3,3,4,1,12,4,3,10,7,0,8,4.0,0.8,0.0,0.7,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
26,11,2,1,3,2,1,1,3,3,1,5,3,3,5,3,3,3,5.0,0.6,0.6,0.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
37,1,3,4,3,1,4,1,3,2,0,17,3,3,15,9,5,7,10.0,0.4117647058823529,0.29411764705882354,0.7058823529411765,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
44,24,3,4,3,1,3,3,4,4,1,19,1,1,1,0,0,0,6.333333333333333,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
38,23,4,4,3,2,4,7,3,2,1,10,2,3,2,2,1,2,1.1111111111111112,1.0,0.5,1.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26,16,4,1,3,1,2,2,3,4,1,5,2,3,3,2,0,2,2.5,0.6666666666666666,0.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
28,8,2,4,3,1,4,1,4,4,0,5,3,3,5,3,0,2,5.0,0.4,0.0,0.6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
49,10,4,3,3,5,1,7,3,4,0,22,4,3,3,2,1,2,2.4444444444444446,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
36,3,3,3,3,2,2,4,3,4,0,10,2,3,8,0,7,7,2.5,0.875,0.875,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
31,5,3,4,3,1,2,1,3,3,1,2,5,2,2,2,2,2,2.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,4,4,4,2,2,4,1,3,2,0,8,1,3,8,7,7,4,8.0,0.5,0.875,0.875,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
37,9,3,2,3,1,4,1,3,3,2,4,3,2,4,2,1,2,4.0,0.5,0.25,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
42,26,3,3,3,4,2,5,3,4,1,23,2,4,15,4,4,8,4.6,0.4,0.2,0.2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,3,3,3,3,1,3,1,3,3,0,1,2,3,1,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
35,16,3,3,3,3,2,0,3,3,2,12,3,2,11,9,6,9,0.0,0.8181818181818182,0.5454545454545454,0.8181818181818182,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
36,18,4,3,4,1,4,4,3,4,2,4,2,3,1,0,0,0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
51,2,3,4,1,2,2,5,3,4,1,13,3,3,4,1,1,2,2.6,0.5,0.25,0.25,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
41,2,4,4,3,4,2,1,3,2,0,22,2,3,15,9,0,4,10.0,0.18181818181818182,0.0,0.45454545454545453,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18,10,3,4,2,1,3,1,3,1,0,1,2,3,1,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,16,2,2,4,2,1,0,3,3,0,9,2,3,8,3,0,7,0.0,0.875,0.0,0.375,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
31,7,3,2,4,2,4,4,3,2,1,10,3,2,8,7,7,7,2.5,0.875,0.875,0.875,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
39,1,3,3,4,3,4,0,3,1,2,19,5,2,15,9,3,7,0.0,0.3888888888888889,0.16666666666666666,0.5555555555555556,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,24,4,2,3,2,2,7,3,3,1,11,3,3,9,8,0,8,1.5714285714285714,0.8888888888888888,0.0,0.8888888888888888,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
32,7,3,4,2,2,3,1,3,3,1,13,3,2,13,8,4,8,10.0,0.6153846153846154,0.3076923076923077,0.6153846153846154,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
38,25,2,1,2,3,2,3,3,3,1,19,2,3,10,8,0,1,6.333333333333333,0.1,0.0,0.8,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
58,1,4,4,1,2,3,2,3,4,1,12,2,3,5,3,1,2,6.0,0.4,0.2,0.6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
31,5,4,3,3,1,4,0,3,3,1,6,4,3,5,2,0,3,0.0,0.6,0.0,0.4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
31,2,3,1,2,2,1,3,3,4,0,9,1,3,2,2,1,0,3.0,0.0,0.5,1.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
45,7,3,1,3,3,1,1,3,1,1,23,2,3,15,9,7,9,10.0,0.4583333333333333,0.375,0.375,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
31,2,4,3,3,1,4,0,3,2,1,3,2,1,2,2,2,2,0.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
33,5,4,4,3,3,2,6,3,2,2,12,2,3,10,6,7,8,2.0,0.8,0.8,0.6,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
39,10,1,3,3,4,1,1,3,4,0,21,3,3,15,9,7,9,10.0,0.47619047619047616,0.5238095238095238,0.42857142857142855,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
43,10,4,3,3,1,4,0,3,1,0,9,5,3,8,7,1,7,0.0,0.875,0.125,0.875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
49,1,2,3,2,4,3,7,3,4,0,23,2,3,7,1,0,7,3.5714285714285716,1.0,0.0,0.14285714285714285,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
52,8,4,3,2,2,2,2,3,1,0,11,3,2,8,2,7,7,5.5,0.875,0.875,0.25,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
27,5,3,3,3,1,2,1,3,2,0,4,2,2,4,3,1,2,4.0,0.5,0.25,0.75,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
32,8,2,3,2,2,2,1,3,4,0,13,2,3,13,9,7,9,10.0,0.6923076923076923,0.8461538461538461,0.9230769230769231,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
27,2,3,4,3,2,3,1,3,1,0,5,3,3,5,4,0,4,5.0,0.8,0.0,0.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
31,7,3,4,3,2,4,4,3,4,2,13,3,3,7,7,1,7,3.25,1.0,0.14285714285714285,1.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,2,4,1,4,2,4,7,3,3,0,10,1,2,7,7,0,7,1.4285714285714286,1.0,0.0,1.0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28,2,4,1,1,1,4,5,3,4,0,5,4,2,3,2,2,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
30,28,2,4,3,2,4,1,3,4,2,11,2,3,10,8,1,9,10.0,0.9,0.1,0.8,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
31,7,2,3,2,3,3,1,4,1,1,10,2,3,10,9,7,9,10.0,0.9,0.8,0.9,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39,7,2,3,2,5,4,1,3,1,1,21,2,3,15,9,7,3,10.0,0.14285714285714285,0.6190476190476191,0.42857142857142855,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
39,3,2,4,3,2,3,4,3,1,0,12,3,2,1,0,0,0,3.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
33,10,3,2,2,2,4,3,3,3,0,9,5,2,7,7,0,1,3.0,0.14285714285714285,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
47,5,5,4,3,5,3,4,3,2,1,21,2,3,3,2,1,1,5.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
43,10,4,3,2,2,3,1,3,2,1,9,3,4,9,7,0,0,9.0,0.0,0.0,0.7777777777777778,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,1,1,3,3,2,2,0,3,4,1,6,1,3,5,4,1,4,0.0,0.8,0.2,0.8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
54,20,4,4,3,2,3,3,3,4,0,20,4,2,4,3,0,3,6.666666666666667,0.75,0.0,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43,7,3,3,3,3,1,7,3,1,1,10,1,2,1,0,0,0,1.25,0.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,8,4,4,3,2,4,7,3,1,2,12,3,3,10,9,7,8,1.3333333333333333,0.8,0.9,0.9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
40,1,2,2,1,2,4,2,4,3,2,6,2,2,4,3,0,2,3.0,0.5,0.0,0.75,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
29,8,4,2,1,1,1,1,3,4,0,7,4,2,7,7,0,7,7.0,1.0,0.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
29,9,5,2,2,1,4,0,3,3,0,4,2,3,3,2,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
30,5,3,4,2,2,3,1,3,3,2,10,2,3,10,9,1,2,10.0,0.2,0.1,0.9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,8,4,2,3,2,2,1,3,1,1,8,3,3,8,7,0,7,8.0,0.875,0.0,0.875,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,5,2,4,3,2,4,7,3,3,2,8,2,2,6,2,0,4,1.1428571428571428,0.6666666666666666,0.0,0.3333333333333333,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
38,15,2,3,2,3,4,0,3,2,1,12,3,3,11,9,2,9,0.0,0.8181818181818182,0.18181818181818182,0.9090909090909091,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
31,7,4,3,3,3,4,1,3,3,0,11,2,2,11,9,4,9,10.0,0.9090909090909091,0.36363636363636365,0.8181818181818182,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
29,10,1,4,2,2,2,1,3,1,2,7,2,3,7,7,1,7,7.0,1.0,0.14285714285714285,1.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,5,4,3,3,3,2,0,3,4,0,17,5,3,15,6,0,9,0.0,0.8125,0.0,0.375,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
23,26,1,3,3,1,4,1,3,3,2,4,2,2,4,2,0,2,4.0,0.5,0.0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
41,6,3,4,2,2,2,6,3,4,0,8,3,3,5,4,1,2,1.3333333333333333,0.4,0.2,0.8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
47,4,1,2,3,2,3,3,3,1,0,5,3,3,1,0,0,0,1.6666666666666667,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
42,23,5,1,3,4,4,2,3,2,0,16,2,3,1,0,0,0,8.0,0.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
29,2,3,4,3,2,3,1,3,1,1,4,3,2,4,3,0,2,4.0,0.5,0.0,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
42,2,1,3,3,1,3,0,3,3,1,4,5,3,3,2,1,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32,2,3,3,3,1,2,1,3,3,1,8,4,3,8,0,0,7,8.0,0.875,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
48,29,1,1,3,3,3,3,4,2,1,15,3,1,1,0,0,0,5.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37,6,3,3,4,2,1,4,3,1,2,13,2,3,7,7,6,7,3.25,1.0,0.8571428571428571,1.0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
30,25,2,4,3,2,3,7,3,2,1,4,2,4,2,2,2,2,0.5714285714285714,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
26,1,3,3,3,2,3,1,3,2,1,8,3,3,8,7,7,7,8.0,0.875,0.875,0.875,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
42,2,4,1,2,2,4,3,4,2,0,14,5,3,1,0,0,0,4.666666666666667,0.0,0.0,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
21,1,1,1,2,1,2,1,3,3,0,3,3,3,3,2,1,2,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
36,1,5,4,3,2,4,4,3,2,0,7,5,3,1,0,0,0,1.75,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,3,4,1,2,3,4,4,3,1,1,16,2,3,13,9,1,9,4.0,0.9230769230769231,0.07692307692307693,0.6923076923076923,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
57,1,4,4,3,2,3,2,3,3,0,15,2,3,3,2,1,2,7.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
40,10,4,4,4,1,3,3,3,3,1,10,3,3,7,7,1,7,3.3333333333333335,1.0,0.14285714285714285,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
21,9,2,1,3,1,4,1,4,3,0,3,3,2,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
33,5,3,4,3,1,3,1,3,2,0,1,2,3,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
37,10,3,3,3,1,1,6,4,2,1,17,3,3,5,4,0,3,2.8333333333333335,0.6,0.0,0.8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
46,7,4,3,3,2,3,2,3,3,0,7,2,4,1,0,0,0,3.5,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,4,3,1,3,2,2,1,3,3,0,8,5,3,8,7,7,7,8.0,0.875,0.875,0.875,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
50,10,3,4,2,3,4,6,3,4,0,20,2,3,4,3,1,3,3.3333333333333335,0.75,0.25,0.75,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
40,22,2,3,2,2,3,2,3,1,2,8,5,3,6,4,1,0,4.0,0.0,0.16666666666666666,0.6666666666666666,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
31,9,4,3,2,1,2,0,3,4,0,3,5,3,2,2,2,2,0.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
21,12,3,3,4,1,2,1,3,4,0,1,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
29,23,3,4,3,1,4,7,3,4,0,6,4,3,3,2,1,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
35,9,4,3,2,2,2,7,3,3,0,10,5,3,1,1,0,0,1.1111111111111112,0.0,0.0,1.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
27,1,2,4,3,1,2,1,3,2,1,5,2,3,5,2,0,4,5.0,0.8,0.0,0.4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
28,9,4,2,3,2,4,1,3,4,0,7,1,3,7,5,0,7,7.0,1.0,0.0,0.7142857142857143,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
49,7,3,2,2,3,3,7,4,3,0,23,2,3,5,2,0,0,3.25,0.0,0.0,0.4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
51,14,2,3,3,2,4,4,3,3,1,18,2,2,7,7,0,7,4.5,1.0,0.0,1.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36,2,3,4,3,1,3,4,3,2,1,6,3,3,2,2,2,2,1.5,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34,19,3,1,4,2,4,7,3,2,0,9,3,2,5,2,0,4,1.125,0.8,0.0,0.4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
55,2,3,3,3,4,4,2,3,3,0,23,2,3,5,4,1,2,10.0,0.4,0.2,0.8,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
24,10,4,4,3,2,3,1,3,4,1,5,2,4,5,2,0,3,5.0,0.6,0.0,0.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,2,1,3,3,1,2,1,3,1,1,1,3,3,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
26,3,1,3,3,1,1,0,4,3,0,7,2,3,6,4,0,4,0.0,0.6666666666666666,0.0,0.6666666666666666,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
22,11,3,1,3,1,2,1,3,4,1,2,1,3,2,1,1,2,2.0,1.0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
36,2,2,2,2,3,3,1,3,2,2,10,2,3,10,9,7,0,10.0,0.0,0.9,0.9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
30,4,3,3,3,1,4,7,4,3,0,3,4,3,1,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1
37,14,3,4,3,1,1,1,3,3,1,18,2,2,15,7,7,9,10.0,0.9444444444444444,0.6666666666666666,0.3888888888888889,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
40,2,2,4,3,2,2,7,3,3,2,8,5,3,5,4,1,3,1.1428571428571428,0.6,0.2,0.8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,1,4,2,3,1,1,3,3,2,1,8,5,3,5,2,1,2,2.6666666666666665,0.4,0.2,0.4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37,10,4,3,3,2,2,2,3,4,0,18,2,2,1,0,0,1,9.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
43,12,3,1,2,4,2,1,3,3,1,23,3,3,15,9,3,9,10.0,0.36,0.12,0.4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
40,2,3,2,2,2,3,6,4,2,1,20,3,3,1,0,0,0,3.3333333333333335,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
54,5,2,1,3,5,1,4,3,3,1,23,4,2,4,2,1,2,6.0,0.5,0.25,0.5,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
34,4,4,3,3,2,3,7,3,1,1,6,3,3,3,2,1,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31,7,2,2,3,2,1,1,3,2,1,13,5,1,13,9,3,9,10.0,0.9230769230769231,0.23076923076923078,0.7692307692307693,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
